step,loss,lr,tag
100,23.670549,0.99000000,ttt
100,4.496440,1.00000000,train
101,5.994780,0.99999932,train
102,5.302755,0.99999727,train
103,5.039512,0.99999385,train
104,4.160451,0.99998906,train
105,4.976327,0.99998291,train
106,5.870090,0.99997539,train
107,4.403781,0.99996651,train
108,3.734426,0.99995626,train
109,3.365105,0.99994464,train
110,2.597238,0.99993165,train
111,2.982627,0.99991730,train
112,1.823085,0.99990158,train
113,3.924399,0.99988449,train
114,5.637861,0.99986604,train
115,3.901662,0.99984622,train
116,5.436912,0.99982504,train
117,4.536802,0.99980248,train
118,3.892585,0.99977857,train
119,5.169615,0.99975328,train
120,5.293578,0.99972663,train
121,3.677171,0.99969861,train
122,2.131408,0.99966923,train
123,2.926875,0.99963848,train
124,3.034082,0.99960636,train
125,2.834050,0.99957288,train
126,3.915000,0.99953803,train
127,5.581028,0.99950182,train
128,4.904801,0.99946424,train
129,3.263767,0.99942529,train
130,5.294860,0.99938498,train
131,3.599654,0.99934331,train
132,3.979937,0.99930027,train
133,3.628020,0.99925586,train
134,3.948680,0.99921009,train
135,5.097228,0.99916296,train
136,3.457107,0.99911446,train
137,3.769815,0.99906459,train
138,1.532923,0.99901336,train
139,5.439181,0.99896077,train
140,3.402894,0.99890681,train
141,3.221799,0.99885149,train
142,5.040379,0.99879481,train
143,3.993007,0.99873676,train
144,2.896142,0.99867735,train
145,2.753212,0.99861657,train
146,4.213306,0.99855443,train
147,4.776638,0.99849093,train
148,3.532346,0.99842606,train
149,3.585999,0.99835984,train
150,3.762705,0.99829225,train
151,4.365235,0.99822329,train
152,2.788808,0.99815298,train
153,4.112853,0.99808130,train
154,5.139367,0.99800827,train
155,4.037708,0.99793387,train
156,3.234583,0.99785810,train
157,3.058630,0.99778098,train
158,4.083985,0.99770250,train
159,1.870685,0.99762266,train
160,2.715019,0.99754145,train
161,3.098340,0.99745889,train
162,3.987382,0.99737496,train
163,4.090694,0.99728968,train
164,3.213781,0.99720303,train
165,2.497155,0.99711503,train
166,5.338117,0.99702567,train
167,4.137387,0.99693495,train
168,3.639038,0.99684287,train
169,3.302222,0.99674943,train
170,4.514882,0.99665463,train
171,3.426777,0.99655848,train
172,4.517108,0.99646097,train
173,2.997008,0.99636210,train
174,2.236318,0.99626187,train
175,2.214794,0.99616029,train
176,3.860543,0.99605735,train
177,0.905831,0.99595306,train
178,3.309069,0.99584740,train
179,2.818513,0.99574040,train
180,3.568362,0.99563203,train
181,4.292182,0.99552232,train
182,3.534325,0.99541125,train
183,4.990806,0.99529882,train
184,3.219742,0.99518504,train
185,4.223823,0.99506990,train
186,4.594863,0.99495342,train
187,3.040630,0.99483557,train
188,2.033259,0.99471638,train
189,3.602770,0.99459583,train
190,2.984896,0.99447394,train
191,1.629291,0.99435068,train
192,2.673874,0.99422608,train
193,1.123565,0.99410013,train
194,4.327945,0.99397282,train
195,4.286352,0.99384417,train
196,3.737104,0.99371417,train
197,1.544553,0.99358281,train
198,1.304923,0.99345011,train
199,2.393254,0.99331605,train
200,11.509285,0.99331605,ttt
200,4.953526,0.99318065,train
201,2.501168,0.99304390,train
202,3.022510,0.99290580,train
203,4.598200,0.99276636,train
204,3.364388,0.99262556,train
205,2.645937,0.99248342,train
206,2.809822,0.99233994,train
207,2.755177,0.99219511,train
208,3.841556,0.99204893,train
209,2.437325,0.99190141,train
210,2.089316,0.99175254,train
211,4.778103,0.99160233,train
212,3.845175,0.99145077,train
213,2.305533,0.99129787,train
214,2.883091,0.99114363,train
215,2.029387,0.99098804,train
216,2.554703,0.99083111,train
217,2.036153,0.99067284,train
218,3.827780,0.99051323,train
219,3.228944,0.99035228,train
220,4.648190,0.99018998,train
221,4.386333,0.99002635,train
222,3.677430,0.98986138,train
223,3.802907,0.98969506,train
224,1.233477,0.98952741,train
225,4.426346,0.98935842,train
226,3.165195,0.98918810,train
227,3.614907,0.98901643,train
228,4.677001,0.98884343,train
229,4.116085,0.98866909,train
230,2.054276,0.98849342,train
231,2.866018,0.98831641,train
232,1.342986,0.98813806,train
233,3.684862,0.98795838,train
234,2.136689,0.98777737,train
235,2.724150,0.98759502,train
236,1.272225,0.98741134,train
237,1.430483,0.98722633,train
238,2.511832,0.98703998,train
239,4.892950,0.98685231,train
240,2.723805,0.98666330,train
241,1.182716,0.98647296,train
242,2.101338,0.98628129,train
243,2.693945,0.98608830,train
244,4.152575,0.98589397,train
245,1.862021,0.98569831,train
246,3.350724,0.98550133,train
247,2.766615,0.98530302,train
248,1.734333,0.98510338,train
249,2.243485,0.98490242,train
250,2.350326,0.98470013,train
251,2.697341,0.98449652,train
252,0.905753,0.98429158,train
253,3.135010,0.98408532,train
254,2.316834,0.98387773,train
255,2.602758,0.98366882,train
256,3.362007,0.98345859,train
257,4.925399,0.98324704,train
258,1.966830,0.98303416,train
259,2.311420,0.98281997,train
260,2.715477,0.98260446,train
261,1.070423,0.98238762,train
262,2.565102,0.98216947,train
263,2.113518,0.98195000,train
264,2.116623,0.98172921,train
265,3.269046,0.98150710,train
266,5.594848,0.98128368,train
267,4.224822,0.98105894,train
268,2.629072,0.98083289,train
269,1.861974,0.98060552,train
270,1.253528,0.98037684,train
271,2.721020,0.98014684,train
272,2.104759,0.97991553,train
273,4.088771,0.97968291,train
274,2.125787,0.97944898,train
275,2.035916,0.97921374,train
276,1.143880,0.97897719,train
277,3.062715,0.97873933,train
278,2.435377,0.97850016,train
279,0.790617,0.97825968,train
280,3.397223,0.97801789,train
281,3.366586,0.97777480,train
282,1.051868,0.97753040,train
283,3.067302,0.97728469,train
284,4.275127,0.97703768,train
285,1.834228,0.97678937,train
286,3.259164,0.97653975,train
287,4.488324,0.97628883,train
288,2.244524,0.97603661,train
289,1.886071,0.97578308,train
290,3.125011,0.97552826,train
291,1.713429,0.97527213,train
292,2.716229,0.97501471,train
293,1.982719,0.97475599,train
294,2.330835,0.97449596,train
295,2.800046,0.97423465,train
296,1.658403,0.97397203,train
297,2.530521,0.97370812,train
298,2.321010,0.97344291,train
299,3.565167,0.97317641,train
300,15.300102,0.97317641,ttt
300,1.572950,0.97290862,train
301,2.236011,0.97263953,train
302,1.005419,0.97236916,train
303,3.266484,0.97209748,train
304,1.492455,0.97182452,train
305,2.214684,0.97155027,train
306,3.043496,0.97127473,train
307,3.049287,0.97099790,train
308,3.167993,0.97071979,train
309,0.797872,0.97044038,train
310,3.223516,0.97015970,train
311,1.818029,0.96987772,train
312,2.864289,0.96959446,train
313,2.089103,0.96930992,train
314,2.067965,0.96902409,train
315,2.455861,0.96873698,train
316,3.291150,0.96844859,train
317,4.066035,0.96815892,train
318,2.504534,0.96786797,train
319,3.578949,0.96757574,train
320,3.813073,0.96728223,train
321,2.382582,0.96698745,train
322,2.183234,0.96669138,train
323,2.689528,0.96639405,train
324,2.568009,0.96609543,train
325,4.946227,0.96579554,train
326,4.367364,0.96549438,train
327,4.080710,0.96519195,train
328,1.831875,0.96488824,train
329,1.990025,0.96458327,train
330,1.993257,0.96427702,train
331,3.650563,0.96396950,train
332,5.343555,0.96366072,train
333,2.907811,0.96335067,train
334,2.574342,0.96303935,train
335,1.297836,0.96272676,train
336,2.160445,0.96241291,train
337,3.542581,0.96209780,train
338,2.644390,0.96178142,train
339,2.456751,0.96146378,train
340,4.901457,0.96114488,train
341,2.852488,0.96082471,train
342,1.930752,0.96050329,train
343,1.822122,0.96018061,train
344,2.172758,0.95985667,train
345,1.553719,0.95953147,train
346,1.903819,0.95920502,train
347,2.524472,0.95887731,train
348,1.021077,0.95854835,train
349,1.928208,0.95821813,train
350,2.887105,0.95788666,train
351,3.940577,0.95755394,train
352,2.533894,0.95721997,train
353,1.282874,0.95688475,train
354,4.000693,0.95654828,train
355,3.331083,0.95621056,train
356,2.166320,0.95587159,train
357,3.374239,0.95553138,train
358,0.871946,0.95518992,train
359,2.184324,0.95484721,train
360,2.306312,0.95450327,train
361,3.488246,0.95415808,train
362,1.977322,0.95381165,train
363,2.124123,0.95346398,train
364,0.697289,0.95311506,train
365,3.344621,0.95276491,train
366,3.177740,0.95241353,train
367,1.978656,0.95206090,train
368,4.172171,0.95170704,train
369,1.466138,0.95135194,train
370,4.339310,0.95099562,train
371,5.549407,0.95063805,train
372,2.285907,0.95027926,train
373,2.037693,0.94991923,train
374,2.841773,0.94955798,train
375,3.428043,0.94919549,train
376,2.199691,0.94883178,train
377,2.609643,0.94846684,train
378,2.079602,0.94810067,train
379,1.738711,0.94773328,train
380,3.989379,0.94736466,train
381,3.475747,0.94699483,train
382,2.748131,0.94662377,train
383,3.090869,0.94625148,train
384,2.035940,0.94587798,train
385,3.183983,0.94550326,train
386,3.433244,0.94512732,train
387,1.153189,0.94475017,train
388,3.138983,0.94437180,train
389,2.370678,0.94399221,train
390,2.098903,0.94361141,train
391,2.690554,0.94322940,train
392,1.566141,0.94284617,train
393,0.924312,0.94246174,train
394,2.899989,0.94207609,train
395,1.284515,0.94168924,train
396,3.709134,0.94130118,train
397,2.791502,0.94091191,train
398,2.157005,0.94052143,train
399,1.952248,0.94012976,train
400,13.540143,0.94012976,ttt
400,1.556307,0.93973688,train
401,1.718535,0.93934279,train
402,1.769805,0.93894751,train
403,2.682767,0.93855102,train
404,2.498990,0.93815334,train
405,2.562917,0.93775446,train
406,1.890759,0.93735438,train
407,0.929953,0.93695311,train
408,3.472189,0.93655064,train
409,2.290679,0.93614698,train
410,0.743197,0.93574212,train
411,3.498718,0.93533608,train
412,2.233386,0.93492884,train
413,3.466750,0.93452042,train
414,2.377339,0.93411080,train
415,1.672495,0.93370000,train
416,1.599084,0.93328802,train
417,4.355548,0.93287485,train
418,3.094824,0.93246049,train
419,1.933328,0.93204496,train
420,1.697605,0.93162824,train
421,2.333764,0.93121034,train
422,3.052595,0.93079127,train
423,0.883624,0.93037101,train
424,1.933016,0.92994958,train
425,3.322976,0.92952698,train
426,2.213511,0.92910320,train
427,1.481001,0.92867824,train
428,2.334303,0.92825212,train
429,2.722371,0.92782482,train
430,2.471608,0.92739636,train
431,3.591781,0.92696672,train
432,5.918503,0.92653592,train
433,1.238691,0.92610395,train
434,2.756150,0.92567082,train
435,2.873575,0.92523652,train
436,1.491568,0.92480106,train
437,3.333904,0.92436444,train
438,3.352797,0.92392666,train
439,2.221687,0.92348772,train
440,2.505742,0.92304763,train
441,3.941778,0.92260637,train
442,1.917267,0.92216396,train
443,3.136756,0.92172040,train
444,0.896676,0.92127568,train
445,2.945345,0.92082981,train
446,1.938444,0.92038280,train
447,2.621861,0.91993463,train
448,1.091266,0.91948531,train
449,2.951809,0.91903485,train
450,1.742464,0.91858324,train
451,1.572415,0.91813049,train
452,1.096504,0.91767659,train
453,0.816405,0.91722155,train
454,2.293555,0.91676537,train
455,2.947005,0.91630805,train
456,0.939991,0.91584960,train
457,2.982937,0.91539000,train
458,1.686527,0.91492928,train
459,0.954397,0.91446741,train
460,1.087302,0.91400442,train
461,2.576439,0.91354029,train
462,1.920776,0.91307503,train
463,1.769276,0.91260864,train
464,2.494645,0.91214112,train
465,2.774236,0.91167248,train
466,2.672536,0.91120271,train
467,2.585572,0.91073182,train
468,3.421587,0.91025980,train
469,3.001354,0.90978667,train
470,2.815753,0.90931241,train
471,1.527768,0.90883703,train
472,2.028151,0.90836054,train
473,1.581130,0.90788292,train
474,1.077629,0.90740420,train
475,3.113504,0.90692436,train
476,0.749404,0.90644341,train
477,1.013759,0.90596134,train
478,2.082203,0.90547817,train
479,2.426709,0.90499389,train
480,2.227433,0.90450850,train
481,2.789999,0.90402200,train
482,3.869217,0.90353440,train
483,2.203915,0.90304570,train
484,2.341945,0.90255589,train
485,0.741274,0.90206499,train
486,3.495089,0.90157298,train
487,3.182702,0.90107988,train
488,0.860951,0.90058568,train
489,2.494104,0.90009039,train
490,2.085797,0.89959400,train
491,2.349252,0.89909652,train
492,2.492223,0.89859795,train
493,1.548657,0.89809828,train
494,2.100002,0.89759753,train
495,1.930139,0.89709570,train
496,2.986505,0.89659277,train
497,2.073957,0.89608877,train
498,3.259127,0.89558368,train
499,1.647263,0.89507751,train
500,11.337500,0.89507751,ttt
500,1.265033,0.89457025,train
501,0.683993,0.89406192,train
502,4.171832,0.89355252,train
503,2.010105,0.89304203,train
504,2.385663,0.89253048,train
505,0.757167,0.89201784,train
506,2.247987,0.89150414,train
507,0.982977,0.89098937,train
508,2.047144,0.89047353,train
509,3.858681,0.88995662,train
510,3.154800,0.88943864,train
511,1.671586,0.88891960,train
512,2.017353,0.88839949,train
513,1.787526,0.88787833,train
514,3.202748,0.88735610,train
515,1.938311,0.88683282,train
516,1.600159,0.88630847,train
517,1.465074,0.88578308,train
518,2.501944,0.88525662,train
519,1.910950,0.88472911,train
520,2.517019,0.88420056,train
521,3.620715,0.88367095,train
522,2.317943,0.88314029,train
523,1.304923,0.88260858,train
524,2.640269,0.88207583,train
525,2.005320,0.88154203,train
526,2.878603,0.88100719,train
527,3.026745,0.88047131,train
528,2.881826,0.87993439,train
529,3.209803,0.87939643,train
530,2.504156,0.87885743,train
531,3.171741,0.87831740,train
532,1.119194,0.87777633,train
533,1.669126,0.87723423,train
534,1.740996,0.87669110,train
535,4.969973,0.87614694,train
536,2.752834,0.87560175,train
537,1.348318,0.87505553,train
538,1.691741,0.87450829,train
539,1.874160,0.87396003,train
540,2.857734,0.87341074,train
541,1.450079,0.87286043,train
542,3.410342,0.87230910,train
543,3.426615,0.87175675,train
544,2.016174,0.87120339,train
545,2.391165,0.87064901,train
546,2.255903,0.87009362,train
547,1.062434,0.86953722,train
548,0.951365,0.86897981,train
549,2.109423,0.86842138,train
550,2.532335,0.86786196,train
551,2.511184,0.86730152,train
552,2.254987,0.86674008,train
553,2.884825,0.86617764,train
554,1.699099,0.86561420,train
555,2.020274,0.86504975,train
556,1.483610,0.86448431,train
557,1.153658,0.86391788,train
558,1.245101,0.86335044,train
559,1.035874,0.86278202,train
560,1.710279,0.86221260,train
561,1.954366,0.86164219,train
562,2.194982,0.86107080,train
563,4.203794,0.86049842,train
564,2.186879,0.85992505,train
565,2.317901,0.85935069,train
566,0.772331,0.85877536,train
567,0.846249,0.85819904,train
568,1.296896,0.85762175,train
569,0.932609,0.85704347,train
570,1.448174,0.85646422,train
571,3.086378,0.85588400,train
572,1.510874,0.85530280,train
573,2.428861,0.85472063,train
574,2.274834,0.85413750,train
575,2.135118,0.85355339,train
576,2.752661,0.85296832,train
577,1.485693,0.85238228,train
578,1.766558,0.85179528,train
579,1.017229,0.85120732,train
580,3.930773,0.85061839,train
581,1.983431,0.85002851,train
582,2.185447,0.84943767,train
583,1.687527,0.84884588,train
584,1.320321,0.84825313,train
585,1.380817,0.84765943,train
586,3.138617,0.84706478,train
587,1.800702,0.84646918,train
588,4.020775,0.84587263,train
589,1.191293,0.84527514,train
590,1.908096,0.84467670,train
591,2.095816,0.84407733,train
592,3.461388,0.84347701,train
593,4.473668,0.84287575,train
594,2.090578,0.84227355,train
595,1.194055,0.84167042,train
596,1.413147,0.84106636,train
597,1.842245,0.84046136,train
598,2.563266,0.83985543,train
599,1.430993,0.83924857,train
600,13.301623,0.83924857,ttt
600,3.160926,0.83864079,train
601,0.853089,0.83803207,train
602,2.120548,0.83742244,train
603,3.964061,0.83681188,train
604,3.979735,0.83620040,train
605,2.554326,0.83558800,train
606,0.956974,0.83497469,train
607,3.864940,0.83436046,train
608,1.838763,0.83374531,train
609,2.924467,0.83312925,train
610,3.141747,0.83251229,train
611,1.885209,0.83189441,train
612,2.057133,0.83127562,train
613,1.924498,0.83065593,train
614,2.427604,0.83003534,train
615,1.838165,0.82941384,train
616,2.314089,0.82879144,train
617,0.919093,0.82816815,train
618,0.712647,0.82754395,train
619,1.148324,0.82691886,train
620,3.914687,0.82629288,train
621,1.369511,0.82566601,train
622,2.585277,0.82503824,train
623,4.123407,0.82440959,train
624,2.957498,0.82378005,train
625,2.188955,0.82314962,train
626,3.124284,0.82251831,train
627,2.016263,0.82188612,train
628,1.582250,0.82125305,train
629,2.247944,0.82061910,train
630,1.504147,0.81998427,train
631,2.170186,0.81934857,train
632,2.778879,0.81871199,train
633,1.067509,0.81807455,train
634,2.010679,0.81743623,train
635,1.347867,0.81679705,train
636,1.357703,0.81615700,train
637,1.988650,0.81551609,train
638,1.476801,0.81487431,train
639,0.862443,0.81423168,train
640,2.128019,0.81358818,train
641,2.887949,0.81294383,train
642,1.848844,0.81229862,train
643,3.283837,0.81165255,train
644,1.556332,0.81100564,train
645,3.083104,0.81035787,train
646,2.339405,0.80970926,train
647,2.471726,0.80905980,train
648,3.577735,0.80840949,train
649,1.522167,0.80775835,train
650,2.227887,0.80710636,train
651,3.428698,0.80645353,train
652,3.209896,0.80579986,train
653,3.242722,0.80514536,train
654,3.376550,0.80449002,train
655,1.491513,0.80383385,train
656,1.305728,0.80317685,train
657,1.735832,0.80251902,train
658,1.349708,0.80186036,train
659,2.428417,0.80120088,train
660,3.114784,0.80054057,train
661,1.529338,0.79987945,train
662,0.737702,0.79921750,train
663,2.253133,0.79855473,train
664,3.172921,0.79789115,train
665,1.658549,0.79722676,train
666,1.261069,0.79656155,train
667,1.744527,0.79589553,train
668,1.338103,0.79522870,train
669,2.281127,0.79456107,train
670,0.821408,0.79389263,train
671,2.421493,0.79322338,train
672,1.996918,0.79255334,train
673,1.999916,0.79188249,train
674,3.733134,0.79121085,train
675,1.575662,0.79053841,train
676,1.418811,0.78986517,train
677,2.387068,0.78919115,train
678,2.948529,0.78851633,train
679,1.856649,0.78784072,train
680,2.076295,0.78716433,train
681,2.576864,0.78648715,train
682,3.874385,0.78580919,train
683,2.119957,0.78513045,train
684,1.367110,0.78445093,train
685,1.617577,0.78377063,train
686,0.896552,0.78308955,train
687,2.399002,0.78240770,train
688,2.936891,0.78172508,train
689,2.853982,0.78104169,train
690,1.880121,0.78035753,train
691,1.331503,0.77967260,train
692,0.887934,0.77898691,train
693,1.044119,0.77830046,train
694,2.884726,0.77761324,train
695,1.812894,0.77692527,train
696,3.063442,0.77623654,train
697,2.030512,0.77554705,train
698,4.690118,0.77485681,train
699,3.092022,0.77416582,train
700,12.475447,0.77416582,ttt
700,1.940272,0.77347408,train
701,2.503521,0.77278159,train
702,1.508240,0.77208836,train
703,1.283276,0.77139438,train
704,3.183070,0.77069966,train
705,2.202050,0.77000420,train
706,2.302163,0.76930800,train
707,2.654896,0.76861107,train
708,0.541975,0.76791340,train
709,2.203571,0.76721500,train
710,1.580674,0.76651586,train
711,2.541274,0.76581600,train
712,3.484266,0.76511542,train
713,1.090529,0.76441410,train
714,1.444504,0.76371207,train
715,1.507669,0.76300931,train
716,3.187719,0.76230584,train
717,0.775118,0.76160165,train
718,2.999442,0.76089674,train
719,2.689769,0.76019112,train
720,2.534300,0.75948479,train
721,1.430953,0.75877775,train
722,2.254014,0.75807000,train
723,1.042410,0.75736154,train
724,0.815327,0.75665238,train
725,1.650931,0.75594252,train
726,2.211669,0.75523197,train
727,2.107356,0.75452071,train
728,2.741806,0.75380875,train
729,1.589060,0.75309611,train
730,2.185559,0.75238277,train
731,2.760643,0.75166874,train
732,1.169806,0.75095402,train
733,1.579749,0.75023862,train
734,3.002395,0.74952253,train
735,3.310929,0.74880576,train
736,1.267497,0.74808831,train
737,3.273919,0.74737019,train
738,2.224542,0.74665138,train
739,1.490923,0.74593190,train
740,1.672271,0.74521175,train
741,2.894510,0.74449093,train
742,0.762208,0.74376944,train
743,2.936842,0.74304728,train
744,1.015171,0.74232446,train
745,1.390533,0.74160098,train
746,2.307577,0.74087684,train
747,1.788213,0.74015203,train
748,0.743642,0.73942658,train
749,1.556052,0.73870046,train
750,2.491738,0.73797370,train
751,2.300596,0.73724628,train
752,0.545782,0.73651821,train
753,2.005109,0.73578950,train
754,2.506403,0.73506015,train
755,1.872769,0.73433015,train
756,2.612725,0.73359951,train
757,3.050503,0.73286823,train
758,1.990063,0.73213631,train
759,2.897179,0.73140376,train
760,1.891413,0.73067058,train
761,3.305199,0.72993677,train
762,1.940847,0.72920233,train
763,0.852686,0.72846726,train
764,2.843541,0.72773157,train
765,2.603959,0.72699525,train
766,2.240170,0.72625831,train
767,1.395753,0.72552076,train
768,3.208492,0.72478259,train
769,0.812977,0.72404380,train
770,2.437830,0.72330440,train
771,1.278318,0.72256439,train
772,1.684120,0.72182378,train
773,2.233742,0.72108255,train
774,3.902530,0.72034073,train
775,1.219591,0.71959829,train
776,0.861436,0.71885526,train
777,2.659161,0.71811163,train
778,1.481643,0.71736741,train
779,2.004983,0.71662259,train
780,1.080157,0.71587718,train
781,1.654593,0.71513117,train
782,2.333501,0.71438458,train
783,2.076927,0.71363741,train
784,1.403167,0.71288965,train
785,2.314486,0.71214130,train
786,2.411752,0.71139238,train
787,2.557682,0.71064288,train
788,1.043188,0.70989280,train
789,1.980078,0.70914215,train
790,2.897894,0.70839093,train
791,0.943391,0.70763914,train
792,2.783629,0.70688678,train
793,2.097976,0.70613385,train
794,1.763612,0.70538036,train
795,2.181610,0.70462631,train
796,0.969069,0.70387170,train
797,1.810119,0.70311654,train
798,2.523794,0.70236081,train
799,1.868232,0.70160454,train
800,12.637198,0.70160454,ttt
800,0.558700,0.70084771,train
801,2.137799,0.70009034,train
802,0.727566,0.69933241,train
803,1.712602,0.69857395,train
804,2.483524,0.69781493,train
805,1.368900,0.69705538,train
806,0.904333,0.69629529,train
807,1.680052,0.69553467,train
808,0.642736,0.69477350,train
809,2.074410,0.69401181,train
810,2.378665,0.69324958,train
811,0.957002,0.69248683,train
812,1.032811,0.69172355,train
813,0.637117,0.69095975,train
814,2.038150,0.69019542,train
815,1.437220,0.68943058,train
816,2.171656,0.68866521,train
817,1.296170,0.68789934,train
818,1.138051,0.68713294,train
819,2.109428,0.68636604,train
820,3.110107,0.68559862,train
821,2.812887,0.68483070,train
822,1.454059,0.68406228,train
823,1.434534,0.68329335,train
824,0.843089,0.68252392,train
825,2.577288,0.68175399,train
826,3.000187,0.68098356,train
827,1.974205,0.68021264,train
828,2.010716,0.67944122,train
829,0.698005,0.67866932,train
830,0.877621,0.67789692,train
831,1.787595,0.67712404,train
832,1.919142,0.67635068,train
833,1.617497,0.67557683,train
834,3.085559,0.67480251,train
835,3.000961,0.67402770,train
836,1.194619,0.67325242,train
837,1.641522,0.67247667,train
838,1.514295,0.67170044,train
839,1.646251,0.67092375,train
840,0.980717,0.67014659,train
841,1.678668,0.66936896,train
842,3.379344,0.66859087,train
843,3.870492,0.66781232,train
844,2.087405,0.66703331,train
845,2.548069,0.66625384,train
846,1.468343,0.66547392,train
847,4.076021,0.66469355,train
848,3.032594,0.66391272,train
849,2.089628,0.66313145,train
850,1.564354,0.66234973,train
851,1.972731,0.66156757,train
852,0.966398,0.66078497,train
853,1.196604,0.66000193,train
854,0.673677,0.65921845,train
855,2.845243,0.65843453,train
856,2.011332,0.65765018,train
857,0.994616,0.65686540,train
858,0.802424,0.65608019,train
859,1.549929,0.65529456,train
860,3.748917,0.65450850,train
861,1.885978,0.65372201,train
862,0.499996,0.65293511,train
863,0.659950,0.65214779,train
864,2.550528,0.65136005,train
865,1.866345,0.65057190,train
866,1.316026,0.64978334,train
867,2.476681,0.64899437,train
868,2.832437,0.64820499,train
869,2.327932,0.64741521,train
870,3.028117,0.64662502,train
871,3.452865,0.64583443,train
872,1.560971,0.64504344,train
873,1.588625,0.64425206,train
874,2.984021,0.64346028,train
875,1.401704,0.64266811,train
876,1.478658,0.64187555,train
877,2.073113,0.64108260,train
878,2.083279,0.64028927,train
879,1.974559,0.63949555,train
880,1.749945,0.63870145,train
881,3.538395,0.63790698,train
882,1.499774,0.63711212,train
883,3.558257,0.63631689,train
884,1.873149,0.63552129,train
885,1.718886,0.63472532,train
886,1.058902,0.63392898,train
887,2.064528,0.63313227,train
888,1.743560,0.63233520,train
889,1.551624,0.63153776,train
890,0.636936,0.63073997,train
891,2.268356,0.62994182,train
892,3.058366,0.62914331,train
893,1.164528,0.62834446,train
894,0.947145,0.62754525,train
895,1.725243,0.62674569,train
896,2.797299,0.62594578,train
897,1.370873,0.62514553,train
898,1.452370,0.62434494,train
899,2.291889,0.62354401,train
900,11.859051,0.62354401,ttt
900,3.053581,0.62274274,train
901,2.448718,0.62194114,train
902,1.122653,0.62113920,train
903,1.855142,0.62033693,train
904,1.944818,0.61953433,train
905,1.052589,0.61873141,train
906,2.232854,0.61792816,train
907,2.389662,0.61712459,train
908,2.388759,0.61632070,train
909,2.378301,0.61551649,train
910,1.865554,0.61471196,train
911,0.541148,0.61390712,train
912,1.498459,0.61310197,train
913,1.026306,0.61229651,train
914,1.733821,0.61149074,train
915,1.931432,0.61068467,train
916,1.311845,0.60987830,train
917,2.435006,0.60907162,train
918,2.131642,0.60826465,train
919,1.290895,0.60745738,train
920,2.675338,0.60664982,train
