step,loss,lr,tag
207,3.732388,0.99219511,train
208,3.185317,0.99204893,train
209,4.885440,0.99190141,train
210,3.001429,0.99175254,train
211,2.310965,0.99160233,train
212,5.179344,0.99145077,train
213,3.966012,0.99129787,train
214,3.738849,0.99114363,train
215,3.074952,0.99098804,train
216,1.727420,0.99083111,train
217,3.681042,0.99067284,train
218,4.163705,0.99051323,train
219,4.288291,0.99035228,train
220,4.654917,0.99018998,train
221,1.859766,0.99002635,train
222,2.532963,0.98986138,train
223,1.492918,0.98969506,train
224,4.620638,0.98952741,train
225,2.621674,0.98935842,train
226,3.359076,0.98918810,train
227,3.019221,0.98901643,train
228,1.636856,0.98884343,train
229,2.856984,0.98866909,train
230,4.015940,0.98849342,train
231,3.121618,0.98831641,train
232,3.167024,0.98813806,train
233,2.654791,0.98795838,train
234,4.335139,0.98777737,train
235,4.419760,0.98759502,train
236,4.543182,0.98741134,train
237,2.044301,0.98722633,train
238,1.649643,0.98703998,train
239,3.238836,0.98685231,train
240,1.682599,0.98666330,train
241,2.469842,0.98647296,train
242,3.013754,0.98628129,train
243,2.839619,0.98608830,train
244,1.546336,0.98589397,train
245,3.666843,0.98569831,train
246,2.907462,0.98550133,train
247,3.771053,0.98530302,train
248,2.093192,0.98510338,train
249,2.555058,0.98490242,train
250,2.327883,0.98470013,train
251,3.886708,0.98449652,train
252,5.532054,0.98429158,train
253,3.148395,0.98408532,train
254,3.273632,0.98387773,train
255,1.141025,0.98366882,train
256,4.299628,0.98345859,train
257,3.427454,0.98324704,train
258,2.991223,0.98303416,train
259,1.106541,0.98281997,train
260,3.545828,0.98260446,train
261,1.828130,0.98238762,train
262,1.530074,0.98216947,train
263,2.890209,0.98195000,train
264,1.299239,0.98172921,train
265,2.303294,0.98150710,train
266,1.455042,0.98128368,train
267,1.184109,0.98105894,train
268,2.764246,0.98083289,train
269,3.024364,0.98060552,train
270,2.291177,0.98037684,train
271,2.398275,0.98014684,train
272,1.976295,0.97991553,train
273,1.533065,0.97968291,train
274,1.802977,0.97944898,train
275,2.518563,0.97921374,train
276,1.676978,0.97897719,train
277,2.559969,0.97873933,train
278,1.724407,0.97850016,train
279,2.941537,0.97825968,train
280,1.881109,0.97801789,train
281,3.555945,0.97777480,train
282,3.124958,0.97753040,train
283,3.594064,0.97728469,train
284,2.879803,0.97703768,train
285,3.934921,0.97678937,train
286,3.095144,0.97653975,train
287,3.301845,0.97628883,train
288,3.922201,0.97603661,train
289,1.976519,0.97578308,train
290,2.580417,0.97552826,train
291,3.295373,0.97527213,train
292,0.947934,0.97501471,train
293,0.855988,0.97475599,train
294,1.445591,0.97449596,train
295,2.786892,0.97423465,train
296,2.312075,0.97397203,train
297,2.672448,0.97370812,train
298,1.613464,0.97344291,train
299,3.350614,0.97317641,train
300,12.852235,0.97317641,ttt
300,2.450114,0.97290862,train
301,2.098719,0.97263953,train
302,2.685957,0.97236916,train
303,4.556626,0.97209748,train
304,1.094329,0.97182452,train
305,3.091823,0.97155027,train
306,2.880778,0.97127473,train
307,4.466532,0.97099790,train
308,0.695983,0.97071979,train
309,2.899720,0.97044038,train
310,2.895828,0.97015970,train
311,0.855705,0.96987772,train
312,2.226090,0.96959446,train
313,2.222525,0.96930992,train
314,2.127448,0.96902409,train
315,3.470262,0.96873698,train
316,3.614816,0.96844859,train
317,1.828708,0.96815892,train
318,1.109704,0.96786797,train
319,2.016186,0.96757574,train
320,2.799565,0.96728223,train
321,0.813766,0.96698745,train
322,3.050435,0.96669138,train
323,3.168538,0.96639405,train
324,2.081233,0.96609543,train
325,3.665004,0.96579554,train
326,0.900084,0.96549438,train
327,3.842210,0.96519195,train
328,1.879175,0.96488824,train
329,3.105621,0.96458327,train
330,3.235268,0.96427702,train
331,3.646433,0.96396950,train
332,2.943368,0.96366072,train
333,2.557594,0.96335067,train
334,3.340395,0.96303935,train
335,4.566341,0.96272676,train
336,1.975849,0.96241291,train
337,2.827153,0.96209780,train
338,1.938417,0.96178142,train
339,3.209266,0.96146378,train
340,1.175644,0.96114488,train
341,4.637164,0.96082471,train
342,2.010647,0.96050329,train
343,3.095278,0.96018061,train
344,2.462214,0.95985667,train
345,1.905793,0.95953147,train
346,1.435265,0.95920502,train
347,3.123098,0.95887731,train
348,2.042210,0.95854835,train
349,4.144735,0.95821813,train
350,1.897109,0.95788666,train
351,3.831711,0.95755394,train
352,2.559674,0.95721997,train
353,1.483688,0.95688475,train
354,1.960680,0.95654828,train
355,2.162699,0.95621056,train
356,1.325420,0.95587159,train
357,3.231539,0.95553138,train
358,2.848761,0.95518992,train
359,2.866013,0.95484721,train
360,2.575807,0.95450327,train
361,2.462989,0.95415808,train
362,2.254187,0.95381165,train
363,3.479124,0.95346398,train
364,2.612516,0.95311506,train
365,1.562820,0.95276491,train
366,0.893706,0.95241353,train
367,0.940766,0.95206090,train
368,1.367461,0.95170704,train
369,2.822955,0.95135194,train
370,0.822946,0.95099562,train
371,1.710191,0.95063805,train
372,1.920609,0.95027926,train
373,1.603468,0.94991923,train
374,1.988246,0.94955798,train
375,2.217445,0.94919549,train
376,2.167855,0.94883178,train
377,2.828536,0.94846684,train
378,1.714664,0.94810067,train
379,2.699466,0.94773328,train
380,2.630478,0.94736466,train
381,1.771249,0.94699483,train
382,2.059914,0.94662377,train
383,2.260684,0.94625148,train
384,2.984172,0.94587798,train
385,2.791197,0.94550326,train
386,2.393330,0.94512732,train
387,2.197152,0.94475017,train
388,2.125362,0.94437180,train
389,1.134004,0.94399221,train
390,2.574997,0.94361141,train
391,1.336147,0.94322940,train
392,3.335623,0.94284617,train
393,1.093738,0.94246174,train
394,3.031113,0.94207609,train
395,3.571341,0.94168924,train
396,1.929962,0.94130118,train
397,0.716640,0.94091191,train
398,3.989614,0.94052143,train
399,2.575427,0.94012976,train
400,11.838355,0.94012976,ttt
400,3.479371,0.93973688,train
401,1.528158,0.93934279,train
402,4.446638,0.93894751,train
403,1.732099,0.93855102,train
404,2.787388,0.93815334,train
405,3.654873,0.93775446,train
406,1.908000,0.93735438,train
407,2.938319,0.93695311,train
408,2.194498,0.93655064,train
409,3.131501,0.93614698,train
410,1.038950,0.93574212,train
411,3.248228,0.93533608,train
412,2.791496,0.93492884,train
413,3.118161,0.93452042,train
414,2.995080,0.93411080,train
415,3.246443,0.93370000,train
416,1.819610,0.93328802,train
417,2.373000,0.93287485,train
418,2.827679,0.93246049,train
419,2.314727,0.93204496,train
420,3.428142,0.93162824,train
421,1.737817,0.93121034,train
422,1.900728,0.93079127,train
423,1.776709,0.93037101,train
424,3.285033,0.92994958,train
425,1.500534,0.92952698,train
426,4.036124,0.92910320,train
427,2.404128,0.92867824,train
428,1.103669,0.92825212,train
429,0.801144,0.92782482,train
430,1.799345,0.92739636,train
431,2.673798,0.92696672,train
432,2.557429,0.92653592,train
433,1.592296,0.92610395,train
434,3.113300,0.92567082,train
435,3.146634,0.92523652,train
436,1.556886,0.92480106,train
437,1.758315,0.92436444,train
438,1.794123,0.92392666,train
439,1.602210,0.92348772,train
440,2.875876,0.92304763,train
441,3.164123,0.92260637,train
442,2.003248,0.92216396,train
443,3.607271,0.92172040,train
444,1.747222,0.92127568,train
445,1.356832,0.92082981,train
446,3.195217,0.92038280,train
447,2.152694,0.91993463,train
448,1.235075,0.91948531,train
449,2.710622,0.91903485,train
450,2.981691,0.91858324,train
451,3.127015,0.91813049,train
452,0.799603,0.91767659,train
453,2.605616,0.91722155,train
454,1.967963,0.91676537,train
455,2.397374,0.91630805,train
456,0.928604,0.91584960,train
457,2.659256,0.91539000,train
458,2.106719,0.91492928,train
459,0.615353,0.91446741,train
460,1.806559,0.91400442,train
461,2.162422,0.91354029,train
462,2.869711,0.91307503,train
463,2.885672,0.91260864,train
464,2.500222,0.91214112,train
465,1.323465,0.91167248,train
466,2.348495,0.91120271,train
467,3.077563,0.91073182,train
468,1.048805,0.91025980,train
469,2.492121,0.90978667,train
470,2.260525,0.90931241,train
471,3.325651,0.90883703,train
472,1.673204,0.90836054,train
473,2.569753,0.90788292,train
474,1.216521,0.90740420,train
475,1.043373,0.90692436,train
476,2.949588,0.90644341,train
477,1.484054,0.90596134,train
478,2.179687,0.90547817,train
479,1.027458,0.90499389,train
480,1.320573,0.90450850,train
481,1.726796,0.90402200,train
482,0.829600,0.90353440,train
483,2.685548,0.90304570,train
484,1.307699,0.90255589,train
485,2.249220,0.90206499,train
486,0.834758,0.90157298,train
487,2.379750,0.90107988,train
488,2.970237,0.90058568,train
489,2.606819,0.90009039,train
490,2.828281,0.89959400,train
491,1.633076,0.89909652,train
492,3.087052,0.89859795,train
493,1.919169,0.89809828,train
494,2.072464,0.89759753,train
495,1.354934,0.89709570,train
496,1.689817,0.89659277,train
497,1.981095,0.89608877,train
498,1.975909,0.89558368,train
499,2.042021,0.89507751,train
500,13.182296,0.89507751,ttt
500,2.201613,0.89457025,train
501,2.874247,0.89406192,train
502,1.065926,0.89355252,train
503,3.082703,0.89304203,train
504,1.549916,0.89253048,train
505,1.292561,0.89201784,train
506,1.389368,0.89150414,train
507,1.631626,0.89098937,train
508,0.920068,0.89047353,train
509,2.463828,0.88995662,train
510,3.406422,0.88943864,train
511,2.969793,0.88891960,train
512,1.828864,0.88839949,train
513,2.218261,0.88787833,train
514,3.859976,0.88735610,train
515,2.832338,0.88683282,train
516,2.188087,0.88630847,train
517,3.987015,0.88578308,train
518,1.934933,0.88525662,train
519,1.777676,0.88472911,train
520,1.784253,0.88420056,train
521,2.101222,0.88367095,train
522,3.639640,0.88314029,train
523,1.818851,0.88260858,train
524,2.047442,0.88207583,train
525,1.884968,0.88154203,train
526,0.734389,0.88100719,train
527,1.716681,0.88047131,train
528,3.208500,0.87993439,train
529,3.163115,0.87939643,train
530,2.551469,0.87885743,train
531,3.246414,0.87831740,train
532,2.602897,0.87777633,train
533,2.816807,0.87723423,train
534,3.453453,0.87669110,train
535,1.709105,0.87614694,train
536,2.914422,0.87560175,train
537,2.562206,0.87505553,train
538,2.066744,0.87450829,train
539,1.477733,0.87396003,train
540,2.114994,0.87341074,train
541,2.274652,0.87286043,train
542,2.523816,0.87230910,train
543,2.057290,0.87175675,train
544,1.627772,0.87120339,train
545,0.995451,0.87064901,train
546,2.573995,0.87009362,train
547,1.901246,0.86953722,train
548,2.609165,0.86897981,train
549,2.315796,0.86842138,train
550,1.895628,0.86786196,train
551,2.602702,0.86730152,train
552,3.737647,0.86674008,train
553,3.225431,0.86617764,train
554,1.335811,0.86561420,train
555,2.702786,0.86504975,train
556,1.447785,0.86448431,train
557,2.453820,0.86391788,train
558,5.458099,0.86335044,train
559,2.604262,0.86278202,train
560,1.670588,0.86221260,train
561,2.070951,0.86164219,train
562,1.873177,0.86107080,train
563,2.398643,0.86049842,train
564,2.168178,0.85992505,train
565,1.819759,0.85935069,train
566,1.597849,0.85877536,train
567,2.023106,0.85819904,train
568,1.420903,0.85762175,train
569,3.002058,0.85704347,train
570,2.208535,0.85646422,train
571,3.206679,0.85588400,train
572,1.824702,0.85530280,train
573,1.084320,0.85472063,train
574,1.990754,0.85413750,train
575,0.547742,0.85355339,train
576,1.390883,0.85296832,train
577,1.841377,0.85238228,train
578,0.393553,0.85179528,train
579,1.428832,0.85120732,train
580,1.327592,0.85061839,train
581,1.620650,0.85002851,train
582,1.762513,0.84943767,train
583,2.364673,0.84884588,train
584,1.480341,0.84825313,train
585,2.396555,0.84765943,train
586,1.954762,0.84706478,train
587,0.889322,0.84646918,train
588,1.461676,0.84587263,train
589,0.681020,0.84527514,train
590,1.141536,0.84467670,train
591,3.292547,0.84407733,train
592,1.327944,0.84347701,train
593,1.756949,0.84287575,train
594,2.414496,0.84227355,train
595,0.848799,0.84167042,train
596,2.155481,0.84106636,train
597,2.592522,0.84046136,train
598,1.261096,0.83985543,train
599,1.792305,0.83924857,train
600,14.621712,0.83924857,ttt
600,2.881938,0.83864079,train
601,1.929498,0.83803207,train
602,1.473865,0.83742244,train
603,1.464196,0.83681188,train
604,1.302739,0.83620040,train
605,1.895704,0.83558800,train
606,0.584636,0.83497469,train
607,1.088419,0.83436046,train
608,1.288404,0.83374531,train
609,3.234414,0.83312925,train
610,3.412795,0.83251229,train
611,2.720772,0.83189441,train
612,1.427787,0.83127562,train
613,1.290678,0.83065593,train
614,2.717723,0.83003534,train
615,1.467739,0.82941384,train
616,1.774754,0.82879144,train
617,1.444150,0.82816815,train
618,4.043051,0.82754395,train
619,1.520825,0.82691886,train
620,1.355568,0.82629288,train
621,2.629507,0.82566601,train
622,0.664307,0.82503824,train
623,1.496288,0.82440959,train
624,1.321856,0.82378005,train
625,3.011505,0.82314962,train
626,0.988235,0.82251831,train
627,2.401955,0.82188612,train
628,0.868647,0.82125305,train
629,2.384239,0.82061910,train
630,2.007142,0.81998427,train
631,3.325612,0.81934857,train
632,0.492925,0.81871199,train
633,1.837607,0.81807455,train
634,2.893815,0.81743623,train
635,2.676293,0.81679705,train
636,2.631444,0.81615700,train
637,0.778641,0.81551609,train
638,2.371649,0.81487431,train
639,1.922323,0.81423168,train
640,1.104057,0.81358818,train
641,2.514078,0.81294383,train
642,3.413748,0.81229862,train
643,3.833255,0.81165255,train
644,2.814786,0.81100564,train
645,2.249548,0.81035787,train
646,1.966483,0.80970926,train
647,2.384701,0.80905980,train
648,1.909984,0.80840949,train
649,4.269215,0.80775835,train
650,2.320860,0.80710636,train
651,1.158285,0.80645353,train
652,2.075358,0.80579986,train
653,0.710143,0.80514536,train
654,1.719711,0.80449002,train
655,1.832188,0.80383385,train
656,2.236258,0.80317685,train
657,2.779717,0.80251902,train
658,1.287161,0.80186036,train
659,0.999647,0.80120088,train
660,1.375182,0.80054057,train
661,1.632710,0.79987945,train
662,1.484241,0.79921750,train
663,1.787598,0.79855473,train
664,2.110646,0.79789115,train
665,1.791977,0.79722676,train
666,1.916022,0.79656155,train
667,1.875155,0.79589553,train
668,1.889769,0.79522870,train
669,2.013530,0.79456107,train
670,2.660623,0.79389263,train
671,1.853803,0.79322338,train
672,3.115623,0.79255334,train
673,2.099454,0.79188249,train
674,1.008677,0.79121085,train
675,1.870605,0.79053841,train
676,1.820472,0.78986517,train
677,2.378509,0.78919115,train
678,3.797008,0.78851633,train
679,0.843559,0.78784072,train
680,2.694353,0.78716433,train
681,2.147493,0.78648715,train
682,1.292777,0.78580919,train
683,2.906842,0.78513045,train
684,0.679922,0.78445093,train
685,2.409577,0.78377063,train
686,3.587694,0.78308955,train
687,2.526237,0.78240770,train
688,3.444610,0.78172508,train
689,2.555999,0.78104169,train
690,2.091471,0.78035753,train
691,1.804940,0.77967260,train
692,0.901247,0.77898691,train
693,2.345339,0.77830046,train
694,3.149166,0.77761324,train
695,2.156106,0.77692527,train
696,1.282873,0.77623654,train
697,1.480302,0.77554705,train
698,2.376624,0.77485681,train
699,1.615991,0.77416582,train
700,11.150985,0.77416582,ttt
700,1.153354,0.77347408,train
701,1.749205,0.77278159,train
702,2.128840,0.77208836,train
703,2.034643,0.77139438,train
704,1.686868,0.77069966,train
705,1.401335,0.77000420,train
706,1.669322,0.76930800,train
707,2.446718,0.76861107,train
708,3.919770,0.76791340,train
709,3.794403,0.76721500,train
710,1.534864,0.76651586,train
711,1.300452,0.76581600,train
712,2.483265,0.76511542,train
713,2.968166,0.76441410,train
714,1.089555,0.76371207,train
715,1.013868,0.76300931,train
716,1.251235,0.76230584,train
717,1.557350,0.76160165,train
718,2.805015,0.76089674,train
719,1.239303,0.76019112,train
720,2.421830,0.75948479,train
721,2.152525,0.75877775,train
722,1.597299,0.75807000,train
723,1.017233,0.75736154,train
724,2.211325,0.75665238,train
725,4.274690,0.75594252,train
726,0.713851,0.75523197,train
727,2.039563,0.75452071,train
728,2.719238,0.75380875,train
729,0.625208,0.75309611,train
730,2.272095,0.75238277,train
731,1.410026,0.75166874,train
732,0.828688,0.75095402,train
733,0.428662,0.75023862,train
734,1.478784,0.74952253,train
735,1.631406,0.74880576,train
736,1.904679,0.74808831,train
737,1.556481,0.74737019,train
738,2.218415,0.74665138,train
739,1.072082,0.74593190,train
740,2.773412,0.74521175,train
741,2.536716,0.74449093,train
742,2.181241,0.74376944,train
743,3.058082,0.74304728,train
744,0.864396,0.74232446,train
745,3.631200,0.74160098,train
746,3.454464,0.74087684,train
747,2.265260,0.74015203,train
748,1.066216,0.73942658,train
749,1.634793,0.73870046,train
750,2.158913,0.73797370,train
751,2.283276,0.73724628,train
752,1.369370,0.73651821,train
753,1.608683,0.73578950,train
754,2.584402,0.73506015,train
755,2.872325,0.73433015,train
756,2.839732,0.73359951,train
757,0.468328,0.73286823,train
758,2.219492,0.73213631,train
759,1.438573,0.73140376,train
760,2.077397,0.73067058,train
761,0.854607,0.72993677,train
762,2.780609,0.72920233,train
763,1.625698,0.72846726,train
764,1.565905,0.72773157,train
765,2.936148,0.72699525,train
766,2.581006,0.72625831,train
767,2.407833,0.72552076,train
768,1.986676,0.72478259,train
769,1.259250,0.72404380,train
770,0.574332,0.72330440,train
771,0.755686,0.72256439,train
772,1.715702,0.72182378,train
773,1.433810,0.72108255,train
774,2.491836,0.72034073,train
775,1.930474,0.71959829,train
776,1.939252,0.71885526,train
777,1.331715,0.71811163,train
778,1.507741,0.71736741,train
779,2.167062,0.71662259,train
780,0.997377,0.71587718,train
781,2.224330,0.71513117,train
782,1.546084,0.71438458,train
783,2.019383,0.71363741,train
784,1.468805,0.71288965,train
785,1.235040,0.71214130,train
786,0.635978,0.71139238,train
787,1.256815,0.71064288,train
788,1.823583,0.70989280,train
789,1.415819,0.70914215,train
790,2.213776,0.70839093,train
791,1.690625,0.70763914,train
792,0.869317,0.70688678,train
793,1.085799,0.70613385,train
794,1.417949,0.70538036,train
795,1.298214,0.70462631,train
796,1.837765,0.70387170,train
797,1.070029,0.70311654,train
798,2.113456,0.70236081,train
799,2.764552,0.70160454,train
800,12.189190,0.70160454,ttt
800,2.355166,0.70084771,train
801,1.563641,0.70009034,train
802,0.655164,0.69933241,train
803,2.544679,0.69857395,train
804,1.567761,0.69781493,train
805,0.689652,0.69705538,train
806,2.648785,0.69629529,train
807,3.383487,0.69553467,train
808,0.565365,0.69477350,train
809,1.263225,0.69401181,train
810,2.412534,0.69324958,train
811,0.583792,0.69248683,train
812,2.589825,0.69172355,train
813,1.235559,0.69095975,train
814,1.638873,0.69019542,train
815,1.428749,0.68943058,train
816,2.190743,0.68866521,train
817,3.162683,0.68789934,train
818,3.454390,0.68713294,train
819,0.669261,0.68636604,train
820,1.126684,0.68559862,train
821,1.415576,0.68483070,train
822,2.473932,0.68406228,train
823,2.117402,0.68329335,train
824,1.798274,0.68252392,train
825,3.018798,0.68175399,train
826,3.062563,0.68098356,train
827,1.316276,0.68021264,train
828,3.027183,0.67944122,train
829,2.228638,0.67866932,train
830,3.322769,0.67789692,train
831,3.671307,0.67712404,train
832,1.905776,0.67635068,train
833,2.336182,0.67557683,train
834,3.133415,0.67480251,train
835,1.031186,0.67402770,train
836,2.999726,0.67325242,train
837,1.747900,0.67247667,train
838,1.651580,0.67170044,train
839,2.322503,0.67092375,train
840,1.781104,0.67014659,train
841,3.094361,0.66936896,train
842,0.649459,0.66859087,train
843,1.410987,0.66781232,train
844,1.827245,0.66703331,train
845,2.481979,0.66625384,train
846,2.090487,0.66547392,train
847,2.198611,0.66469355,train
848,1.682230,0.66391272,train
849,3.571457,0.66313145,train
850,1.330100,0.66234973,train
851,4.131284,0.66156757,train
852,1.588689,0.66078497,train
853,0.768862,0.66000193,train
854,1.678836,0.65921845,train
855,1.820832,0.65843453,train
856,0.893713,0.65765018,train
857,1.724844,0.65686540,train
858,2.206865,0.65608019,train
859,2.718441,0.65529456,train
860,2.988165,0.65450850,train
861,1.545390,0.65372201,train
862,1.064494,0.65293511,train
863,2.916248,0.65214779,train
864,1.311626,0.65136005,train
865,3.285868,0.65057190,train
866,1.944215,0.64978334,train
867,1.147368,0.64899437,train
868,1.741499,0.64820499,train
869,1.741059,0.64741521,train
870,0.573059,0.64662502,train
871,1.283527,0.64583443,train
872,0.702849,0.64504344,train
873,1.723562,0.64425206,train
874,2.602727,0.64346028,train
875,1.382228,0.64266811,train
876,2.315470,0.64187555,train
877,2.386604,0.64108260,train
878,0.897892,0.64028927,train
879,2.648576,0.63949555,train
880,2.454952,0.63870145,train
881,3.700511,0.63790698,train
882,1.747064,0.63711212,train
883,2.813576,0.63631689,train
884,2.943861,0.63552129,train
885,1.605696,0.63472532,train
886,2.821141,0.63392898,train
887,1.722878,0.63313227,train
888,2.867392,0.63233520,train
889,2.762587,0.63153776,train
890,1.944254,0.63073997,train
891,1.070365,0.62994182,train
892,3.468304,0.62914331,train
893,2.069798,0.62834446,train
894,0.873094,0.62754525,train
895,1.163003,0.62674569,train
896,1.710171,0.62594578,train
897,2.953005,0.62514553,train
898,3.479440,0.62434494,train
899,2.667277,0.62354401,train
900,12.711480,0.62354401,ttt
900,2.990421,0.62274274,train
901,2.242166,0.62194114,train
902,1.535283,0.62113920,train
903,1.481472,0.62033693,train
904,1.168863,0.61953433,train
905,3.444100,0.61873141,train
906,1.750912,0.61792816,train
907,1.468906,0.61712459,train
908,2.466685,0.61632070,train
909,2.565071,0.61551649,train
910,1.956299,0.61471196,train
911,2.514516,0.61390712,train
912,1.066022,0.61310197,train
913,1.153255,0.61229651,train
914,1.102277,0.61149074,train
915,1.556184,0.61068467,train
916,1.115101,0.60987830,train
917,0.971243,0.60907162,train
918,1.942665,0.60826465,train
919,3.578777,0.60745738,train
920,1.700161,0.60664982,train
