step,loss,lr,tag
100,23.670549,0.99000000,ttt
100,4.496440,1.00000000,train
101,5.994780,0.99975328,train
102,5.302761,0.99901336,train
103,5.039561,0.99778098,train
104,4.160532,0.99605735,train
105,4.976478,0.99384417,train
106,5.870348,0.99114363,train
107,4.404361,0.98795838,train
108,3.735193,0.98429158,train
109,3.366073,0.98014684,train
110,2.598473,0.97552826,train
111,2.983703,0.97044038,train
112,1.824895,0.96488824,train
113,3.926405,0.95887731,train
114,5.637887,0.95241353,train
115,3.909621,0.94550326,train
116,5.440884,0.93815334,train
117,4.464884,0.93037101,train
118,3.835571,0.92216396,train
119,5.178953,0.91354029,train
120,5.302196,0.90450850,train
121,3.683910,0.89507751,train
122,2.143248,0.88525662,train
123,2.945025,0.87505553,train
124,3.045010,0.86448431,train
125,2.847957,0.85355339,train
126,3.926321,0.84227355,train
127,5.586724,0.83065593,train
128,4.923841,0.81871199,train
129,3.287644,0.80645353,train
130,5.313771,0.79389263,train
131,3.631731,0.78104169,train
132,4.017377,0.76791340,train
133,3.660096,0.75452071,train
134,3.981977,0.74087684,train
135,5.267590,0.72699525,train
136,3.479374,0.71288965,train
137,3.811566,0.69857395,train
138,1.553190,0.68406228,train
139,5.407973,0.66936896,train
140,3.463964,0.65450850,train
141,3.276745,0.63949555,train
142,5.136549,0.62434494,train
143,4.005795,0.60907162,train
144,2.973023,0.59369066,train
145,2.829417,0.57821723,train
146,4.272614,0.56266662,train
147,4.895209,0.54705416,train
148,3.649371,0.53139526,train
149,3.719391,0.51570538,train
150,3.811285,0.50000000,train
151,4.482476,0.48429462,train
152,2.982133,0.46860474,train
153,4.028059,0.45294584,train
154,5.150506,0.43733338,train
155,4.270229,0.42178277,train
156,3.418772,0.40630934,train
157,3.253359,0.39092838,train
158,4.180645,0.37565506,train
159,1.965689,0.36050445,train
160,2.814934,0.34549150,train
161,3.307976,0.33063104,train
162,4.134871,0.31593772,train
163,4.215429,0.30142605,train
164,3.397896,0.28711035,train
165,2.529254,0.27300475,train
166,4.647504,0.25912316,train
167,4.285137,0.24547929,train
168,3.503999,0.23208660,train
169,3.548261,0.21895831,train
170,4.696383,0.20610737,train
171,3.370612,0.19354647,train
172,4.638380,0.18128801,train
173,2.991442,0.16934407,train
174,2.579557,0.15772645,train
175,2.491252,0.14644661,train
176,4.113474,0.13551569,train
177,1.066519,0.12494447,train
178,3.399464,0.11474338,train
179,3.157673,0.10492249,train
180,3.851990,0.09549150,train
181,4.570141,0.08645971,train
182,3.128596,0.07783604,train
183,5.401269,0.06962899,train
184,3.465237,0.06184666,train
185,4.605245,0.05449674,train
186,4.785175,0.04758647,train
187,3.323807,0.04112269,train
188,2.287144,0.03511176,train
189,3.855453,0.02955962,train
190,3.140618,0.02447174,train
191,1.989814,0.01985316,train
192,3.037954,0.01570842,train
193,1.164866,0.01204162,train
194,4.701185,0.00885637,train
195,4.665661,0.00615583,train
196,4.188015,0.00394265,train
197,1.895574,0.00221902,train
198,1.487251,0.00098664,train
199,2.671659,0.00024672,train
200,11.087344,0.00024672,ttt
